plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna,zadowolony
k,16034,2025,2061,77785,7583.3732994425845,True
m,9213,2025,2058,10393,5533.26,False
m,15942,2024,2062,3660,9494.876841851285,True
m,10258,2028,2061,37548,6068.21,False
m,5054,2025,2058,82428,5533.26,False
m,5941,2025,2056,26059,5202.08,False
k,13358,2026,2045,36167,3693.12,False
m,18114,2027,2044,2846,3690.511988615109,False
m,6395,2024,2062,4361,6257.17,False
m,20796,2029,2059,12369,8145.022388344914,True
k,15351,2028,2063,29946,6700.469072501237,False
m,5259,2027,2054,23599,4889.78,False
k,38109,2025,2061,122059,9063.510431723074,True
k,17310,2025,2063,718,6451.77,False
m,11206,2025,2055,56537,5043.61,False
m,14818,2027,2063,60965,7748.37273984008,True
k,16131,2031,2063,45985,6451.77,False
k,17072,2037,2061,42534,6068.21,False
k,24123,2024,2055,34162,5289.568298310824,False
m,10906,2044,2058,45302,5533.26,False
k,4965,2025,2056,68223,5202.08,False
m,15073,2025,2061,57771,8100.311440028068,True
k,8474,2027,2061,17673,6068.21,False
m,13511,2024,2056,76928,6267.710235063321,False
m,11479,2026,2056,115090,5202.08,False
m,8401,2029,2057,14547,5365.22,False
k,6291,2026,2054,22625,4889.78,False
m,19133,2024,2063,58994,11874.031788868204,True
k,17294,2026,2055,12425,5923.398277892305,False
k,5833,2025,2056,33674,5202.08,False
m,6958,2027,2057,2657,5365.22,False
k,8073,2036,2049,128233,4185.61,False
k,25623,2025,2063,125,7430.549958349978,True
m,5227,2026,2057,711,5365.22,False
k,6651,2027,2056,9018,5202.08,False
m,6172,2024,2061,5971,6068.21,False
k,24998,2024,2062,63636,7333.604358472092,True
m,11969,2027,2062,6887,6266.715447059606,False
k,5819,2033,2056,48564,5202.08,False
m,17429,2033,2061,51121,6068.21,False
m,5892,2024,2055,16210,5043.61,False
m,17523,2031,2049,21991,4185.61,False
m,39620,2028,2058,3035,14996.14189595539,True
k,22582,2024,2061,21196,6444.444928102258,False
m,5306,2031,2053,49895,4740.46,False
k,7774,2024,2048,8159,4056.92,False
k,6332,2029,2062,52804,6257.17,False
k,7697,2031,2062,3374,6257.17,False
k,17686,2025,2057,36474,7048.51016666436,True
m,15413,2024,2060,25494,8452.424347592021,True
k,9850,2024,2060,4867,5884.61,False
k,9379,2028,2061,49099,6068.21,False
k,9299,2025,2052,8372,4595.52,False
m,6103,2026,2060,635,5884.61,False
k,6702,2025,2055,37560,5043.61,False
k,21076,2025,2060,70433,5884.61,False
m,11048,2027,2049,67839,4185.61,False
k,14968,2025,2053,58,4740.46,False
k,11459,2024,2063,61713,6451.77,False
m,16761,2028,2063,7132,8304.63419826493,True
k,10162,2025,2056,48034,5202.08,False
m,8126,2028,2057,9386,5365.22,False
m,6256,2034,2063,16933,6451.77,False
k,7492,2025,2056,40450,5202.08,False
k,7159,2027,2061,67740,6068.21,False
m,35374,2028,2061,11359,15260.690253822668,True
m,21015,2029,2056,57665,7473.017116976179,True
k,5501,2026,2059,16620,5706.34,False
k,6303,2030,2052,5253,4595.52,False
k,7779,2026,2055,3117,5043.61,False
m,9249,2024,2054,9060,4889.78,False
m,10580,2024,2052,9210,4595.52,False
m,15646,2033,2057,89088,5365.22,False
m,6402,2026,2061,16426,6068.21,False
m,5598,2024,2057,85382,5365.22,False
k,18850,2024,2055,2621,5043.61,False
k,15008,2030,2055,40660,5043.61,False
m,11961,2032,2061,4362,6068.21,False
k,6332,2024,2053,8075,4740.46,False
m,12258,2038,2062,1894,6257.17,False
m,18690,2026,2050,2165,6024.9314775722305,False
m,13412,2025,2054,28539,5331.266205703998,False
m,17388,2025,2063,43662,10625.313378860305,True
k,5167,2032,2061,109192,6068.21,False
k,7800,2024,2049,3112,4185.61,False
m,4847,2031,2062,43905,6257.17,False
k,25398,2026,2063,4386,12286.094626764349,True
m,8534,2029,2056,5280,5202.08,False
m,21975,2029,2059,8608,8606.79298826118,True
m,12296,2029,2063,71284,6451.77,False
m,11022,2033,2062,10629,6257.17,False
m,18808,2031,2063,579,8299.377714422422,True
k,19658,2035,2063,3458,6451.77,False
k,7300,2024,2058,31945,5533.26,False
m,18501,2024,2045,49150,5127.415210497937,False
k,7163,2029,2056,6911,5202.08,False
m,6900,2025,2056,64325,5202.08,False
m,6847,2028,2062,66817,6257.17,False
k,34023,2026,2058,76925,12403.571507255516,True
k,6303,2026,2056,55164,5202.08,False
k,6687,2026,2050,87900,4318.21,False
m,7148,2026,2057,15198,5365.22,False
k,6705,2024,2055,21813,5043.61,False
m,7593,2035,2061,11301,6068.21,False
k,25668,2029,2062,34489,10149.067741506928,True
m,6334,2032,2062,2218,6257.17,False
m,5953,2026,2051,2609,4454.84,False
m,9507,2029,2061,20444,6068.21,False
k,22178,2027,2060,73930,8954.948746997197,True
k,4665,2024,2063,25045,6451.77,False
m,10546,2031,2059,150379,5706.34,False
k,7431,2025,2058,3773,5533.26,False
k,17383,2032,2061,32528,6068.21,False
k,19188,2033,2063,53251,6451.77,False
m,6921,2035,2061,12805,6068.21,False
k,4659,2024,2060,28991,5884.61,False
m,9720,2032,2062,14880,6257.17,False
m,29652,2028,2061,33205,13890.566418779432,True
k,23942,2026,2060,53147,10220.992625182502,True
m,5114,2025,2038,39850,2960.16,False
k,18075,2024,2055,8556,5043.61,False
m,5811,2028,2052,8422,4595.52,False
m,7697,2026,2061,11673,6068.21,False
m,8434,2026,2061,46318,6068.21,False
m,5153,2036,2061,34124,6068.21,False
m,16536,2024,2060,69322,9068.27282240846,True
m,21163,2030,2059,13995,7828.16360911521,True
m,12158,2025,2063,10269,7429.408791130874,True
m,13363,2030,2050,9413,4318.21,False
k,12559,2025,2063,15250,6465.873943106029,False
k,22894,2026,2054,22713,7488.9757044209255,True
m,11461,2027,2062,16023,6257.17,False
m,10313,2027,2042,27004,3360.7,False
m,5168,2026,2054,38255,4889.78,False
k,9675,2027,2056,29903,5202.08,False
m,15925,2032,2062,100336,6257.17,False
m,16903,2029,2059,43694,6922.200306844101,True
k,9289,2026,2060,6863,5884.61,False
k,8040,2024,2059,26734,5706.34,False
m,5133,2032,2051,31334,4454.84,False
k,22874,2027,2061,14215,9650.839339559798,True
m,11276,2025,2036,2890,2776.31,False
m,16093,2034,2050,36406,4318.21,False
m,11940,2025,2050,4951,4318.21,False
k,25907,2036,2061,57086,6584.53171688198,False
m,15654,2025,2060,23604,8065.639607980202,True
k,10876,2024,2060,20036,5884.61,False
k,20194,2024,2061,30477,10157.199200827172,True
k,9592,2031,2062,447,6257.17,False
k,30393,2030,2057,66206,8948.153284142218,True
m,6920,2027,2054,70401,4889.78,False
m,6142,2030,2061,14408,6068.21,False
k,26035,2024,2060,22595,6969.3501769734685,True
m,24269,2028,2056,6944,9167.414806028573,True
k,8672,2033,2058,30632,5533.26,False
m,7887,2027,2061,33559,6068.21,False
m,24563,2028,2053,136116,8029.874983373119,True
m,11940,2024,2061,38194,6823.974678068287,False
m,5646,2025,2050,30820,4318.21,False
m,7023,2024,2062,7140,6257.17,False
m,17189,2024,2054,24200,7316.259101266618,True
k,17437,2026,2054,8390,5703.90798278971,False
k,17013,2027,2057,4394,5365.22,False
m,6501,2027,2063,19388,6451.77,False
k,15192,2033,2059,19642,5706.34,False
m,14507,2024,2043,29936,3763.4768040132744,False
m,9537,2025,2050,7084,4318.21,False
m,18997,2025,2049,39722,5980.379018440472,False
m,14344,2026,2058,3563,6390.478837635532,False
m,10981,2027,2054,2361,4889.78,False
k,8542,2030,2063,25119,6451.77,False
m,6342,2029,2056,97795,5202.08,False
k,15236,2024,2054,57732,5693.164722890971,False
k,30661,2024,2059,73279,13179.69796853888,True
m,8560,2032,2062,21624,6257.17,False
m,16274,2028,2050,17639,4566.072110671255,False
m,5012,2026,2058,7642,5533.26,False
k,8156,2028,2058,37220,5533.26,False
m,21728,2025,2052,48552,7893.040123490305,True
m,15909,2031,2061,13285,6392.556460385466,False
m,5098,2029,2056,28254,5202.08,False
m,23118,2025,2062,45217,12919.408677536343,True
m,6996,2036,2055,15670,5043.61,False
m,4802,2025,2046,19575,3810.78,False
m,6687,2027,2050,33117,4318.21,False
k,12375,2025,2060,12830,5884.61,False
m,9871,2025,2040,16021,3154.78,False
m,23710,2024,2060,36434,12830.368333909593,True
k,8731,2026,2057,7359,5365.22,False
k,11606,2024,2059,19469,5706.34,False
k,8705,2028,2063,2970,6451.77,False
m,7070,2024,2063,34792,6451.77,False
m,6414,2025,2062,27616,6257.17,False
m,19481,2025,2058,5522,9639.527637875512,True
k,13584,2026,2060,24069,5884.61,False
k,9881,2024,2047,36980,3932.04,False
k,26480,2025,2062,85226,12806.913319558553,True
m,10748,2026,2062,39089,6257.17,False
m,5576,2026,2053,4468,4740.46,False
m,4512,2027,2055,26756,5043.61,False
m,7311,2025,2046,76017,3810.78,False
m,4802,2029,2059,565,5706.34,False
k,22652,2027,2056,16202,7637.643393770955,True
m,22701,2027,2059,22803,10422.079693347316,True
m,8687,2031,2047,64683,3932.04,False
k,17104,2027,2055,47276,5043.61,False
m,8727,2029,2063,48708,6451.77,False
k,18199,2024,2053,32315,6510.2590107557035,False
k,11808,2025,2048,10145,4056.92,False
k,27855,2031,2062,44464,9879.544849866035,True
k,4896,2027,2056,41927,5202.08,False
k,8231,2024,2062,1563,6257.17,False
k,6496,2025,2062,8216,6257.17,False
m,14682,2031,2053,28329,4740.46,False
k,8347,2026,2056,29729,5202.08,False
m,11521,2035,2059,10579,5706.34,False
k,5091,2026,2057,10264,5365.22,False
m,7264,2025,2059,24451,5706.34,False
k,7731,2025,2060,10631,5884.61,False
m,13844,2038,2055,6247,5043.61,False
m,7355,2025,2063,30218,6451.77,False
m,4636,2031,2063,1265,6451.77,False
k,7292,2029,2054,9407,4889.78,False
k,20255,2026,2063,14634,9856.94706412938,True
k,7887,2025,2063,23267,6451.77,False
k,5116,2027,2049,29340,4185.61,False
k,34579,2031,2063,25132,12697.422259579615,True
k,6641,2026,2059,24231,5706.34,False
m,7360,2028,2054,15334,4889.78,False
m,22307,2027,2063,72102,12196.352798640124,True
m,6822,2025,2060,20842,5884.61,False
k,7939,2024,2054,92089,4889.78,False
k,14962,2024,2051,25988,4454.84,False
m,7339,2024,2055,5273,5043.61,False
m,6869,2030,2062,49663,6257.17,False
k,5735,2026,2061,3378,6068.21,False
m,14124,2025,2057,11159,6403.026412720493,False
k,29534,2028,2058,41418,5808.095886036517,False
m,7112,2034,2060,28694,5884.61,False
k,5936,2027,2054,77696,4889.78,False
k,13333,2025,2063,52495,6451.77,False
m,10577,2026,2052,60819,4595.52,False
k,4869,2026,2062,27202,6257.17,False
k,5941,2029,2063,29071,6451.77,False
k,16566,2026,2055,7170,5043.61,False
k,16444,2027,2045,60945,3693.12,False
k,17005,2026,2057,52503,5365.22,False
m,9091,2024,2055,28694,5043.61,False
k,5028,2024,2062,51675,6257.17,False
k,16040,2024,2046,28944,3810.78,False
m,8196,2038,2062,10138,6257.17,False
m,19048,2027,2061,3923,9131.745796655749,True
k,8106,2028,2053,44986,4740.46,False
m,6043,2034,2062,98828,6257.17,False
m,10881,2028,2062,91466,6257.17,False
k,21638,2036,2063,19405,6451.77,False
k,12391,2025,2060,13959,5884.61,False
m,21956,2028,2057,15203,8687.159568026746,True
k,12131,2025,2052,16392,4595.52,False
m,27308,2030,2052,5119,7437.0039090392675,True
m,16885,2025,2055,23134,7335.175084130397,True
k,6351,2029,2054,58610,4889.78,False
m,15761,2029,2059,14372,6172.999512536267,False
k,21864,2030,2059,112116,5706.34,False
m,21670,2025,2053,10257,8235.186276421373,True
m,9271,2029,2057,109057,5365.22,False
m,4791,2024,2063,2243,6451.77,False
m,10360,2026,2059,12787,5706.34,False
k,4679,2025,2048,59855,4056.92,False
k,5354,2026,2060,30369,5884.61,False
k,6318,2026,2048,27913,4056.92,False
k,24685,2024,2058,39857,10734.978536672024,True
m,17145,2025,2055,18357,7448.1241822573675,True
m,16484,2025,2062,57516,9659.96241535769,True
m,7989,2029,2059,42370,5706.34,False
k,4664,2033,2063,101075,6451.77,False
m,15946,2024,2050,2295,5679.441981440462,False
k,20112,2024,2042,7461,3360.7,False
m,25408,2024,2042,6528,5727.283936856498,False
m,8369,2025,2062,19956,6257.17,False
m,16258,2026,2052,33358,5773.444677918887,False
m,8910,2024,2063,31763,6451.77,False
m,12038,2024,2054,69060,5123.807496715782,False
m,17009,2024,2048,31546,5751.9747966042705,False
k,6457,2027,2063,18019,6451.77,False
m,6826,2028,2060,53924,5884.61,False
k,12545,2026,2059,56468,5706.34,False
m,9039,2027,2039,9552,3056.07,False
k,11595,2026,2059,53101,5706.34,False
k,14254,2033,2050,84001,4318.21,False
k,25027,2027,2063,24767,6582.851334092101,False
k,10367,2024,2061,43553,6068.21,False
k,5324,2028,2047,42013,3932.04,False
m,9633,2025,2049,3978,4185.61,False
m,12145,2036,2059,15554,5706.34,False
k,6414,2028,2062,11633,6257.17,False
m,18661,2024,2063,50130,11581.10631955624,True
k,11537,2029,2059,4247,5706.34,False
k,5178,2027,2058,8744,5533.26,False
m,9390,2038,2052,32067,4595.52,False
m,5612,2031,2062,1388,6257.17,False
m,7783,2024,2062,25422,6257.17,False
m,15694,2024,2060,54879,8606.523565244215,True
k,26927,2025,2060,39200,6812.328907755275,False
m,21123,2029,2057,64748,7533.639601226373,True
m,8380,2030,2057,52005,5365.22,False
k,6498,2025,2061,111849,6068.21,False
m,12142,2024,2058,89006,6405.917521259671,False
m,19412,2024,2063,15568,12047.18053026236,True
k,12020,2029,2062,24635,6257.17,False
m,12908,2027,2056,37208,5202.08,False
m,8579,2026,2059,48793,5706.34,False
k,13733,2028,2059,40470,5706.34,False
k,8440,2026,2063,44671,6451.77,False
k,13964,2029,2062,6584,6257.17,False
k,36192,2030,2059,342,11403.604346837017,True
k,5936,2024,2060,59252,5884.61,False
k,9558,2024,2046,40626,3810.78,False
m,9193,2026,2061,8148,6068.21,False
m,15222,2035,2061,13951,6068.21,False
m,11370,2026,2061,67280,6068.21,False
m,11779,2025,2061,34451,6330.098086120259,False
m,7853,2025,2059,5204,5706.34,False
m,4749,2027,2063,3104,6451.77,False
k,8341,2030,2062,41051,6257.17,False
k,4504,2024,2059,40285,5706.34,False
m,19655,2025,2044,26446,4946.060103112921,False
k,6741,2026,2057,6604,5365.22,False
m,18564,2025,2063,52595,11343.933607382256,True
m,13744,2024,2063,51826,8529.592479287343,True
k,4678,2031,2058,6718,5533.26,False
m,10366,2028,2057,58897,5365.22,False
m,24155,2026,2049,31997,7379.768851947917,True
m,11851,2024,2061,1555,7082.00085908332,True
k,27514,2025,2061,17101,12657.347048405436,True
m,5853,2027,2053,80095,4740.46,False
k,13174,2033,2057,21521,5365.22,False
m,10413,2025,2061,80252,6068.21,False
m,10541,2024,2061,15593,6068.21,False
k,11291,2025,2062,105573,6257.17,False
k,6288,2029,2055,10952,5043.61,False
k,31341,2025,2062,27452,14572.360130850246,True
k,5636,2026,2063,51063,6451.77,False
m,31369,2025,2056,9551,13340.6479385118,True
m,13780,2034,2054,107201,4889.78,False
m,16929,2027,2062,60009,8477.06505353584,True
k,9989,2024,2056,2840,5202.08,False
m,4691,2024,2057,20069,5365.22,False
k,39616,2027,2054,4111,10812.365578875617,True
k,9249,2024,2049,35334,4185.61,False
k,10615,2024,2050,11049,4318.21,False
m,8756,2025,2062,23489,6257.17,False
m,4812,2025,2063,11801,6451.77,False
m,16704,2029,2059,26400,6840.704840887646,False
k,4720,2034,2049,41645,4185.61,False
m,8612,2025,2056,55563,5202.08,False
m,9659,2024,2057,9024,5365.22,False
k,17595,2025,2045,40513,3925.255728166469,False
k,13025,2024,2061,28046,6068.21,False
m,51068,2030,2059,30969,16143.384688215883,True
m,6993,2027,2056,4295,5202.08,False
k,4576,2024,2061,34488,6068.21,False
m,17954,2026,2061,43485,9522.08853616128,True
m,12240,2027,2062,2905,6408.60531974347,False
k,15727,2024,2051,337,4454.84,False
k,13194,2024,2047,855,3932.04,False
k,11608,2027,2050,31253,4318.21,False
k,15235,2024,2061,1588,6068.21,False
m,20491,2028,2062,23873,10158.146992404263,True
m,5381,2039,2056,41069,5202.08,False
m,12591,2024,2062,7666,7841.057744395725,True
m,8319,2025,2062,10199,6257.17,False
k,8041,2029,2063,75288,6451.77,False
k,20191,2030,2059,20483,6570.360957610817,False
m,12526,2025,2062,6805,7020.326990571515,True
m,10539,2024,2051,83522,4454.84,False
m,11439,2025,2050,22256,4318.21,False
m,14534,2036,2048,8912,4056.92,False
k,5770,2024,2056,26978,5202.08,False
k,7403,2030,2063,14315,6451.77,False
k,5888,2026,2062,4766,6257.17,False
m,10435,2025,2059,1354,5706.34,False
k,12974,2033,2050,50184,4318.21,False
k,19907,2029,2061,4545,6068.21,False
m,8198,2031,2054,18819,4889.78,False
k,14129,2027,2062,5222,6257.17,False
m,13696,2030,2054,5626,4889.78,False
k,19550,2025,2063,7038,10065.11948305779,True
m,15264,2025,2063,53994,8920.5694045778,True
m,24454,2025,2057,12150,10988.495619602845,True
m,5925,2026,2059,52140,5706.34,False
m,15037,2027,2046,55836,3810.78,False
m,14331,2025,2063,31577,8375.306612749248,True
m,18218,2024,2047,3817,5857.3279033126255,False
k,6471,2027,2058,12993,5533.26,False
k,4680,2026,2057,5478,5365.22,False
k,12302,2024,2055,8329,5043.61,False
k,6676,2027,2052,33589,4595.52,False
m,21420,2025,2062,12321,12005.061802494174,True
m,25125,2028,2048,37911,6306.5374026255095,False
k,13920,2024,2062,14048,7299.952684799146,True
m,9867,2026,2051,29909,4454.84,False
k,8913,2026,2047,12625,3932.04,False
k,12486,2034,2059,36974,5706.34,False
m,16029,2025,2050,5491,5301.883944043617,False
k,15862,2024,2055,2548,6191.419837596345,False
m,12136,2028,2063,4560,6451.77,False
m,13837,2024,2063,81584,8587.308726418722,True
m,8714,2025,2056,12578,5202.08,False
m,4666,2026,2060,5731,5884.61,False
k,9001,2031,2045,59963,3693.12,False
k,4895,2025,2055,34790,5043.61,False
m,5152,2025,2061,130397,6068.21,False
m,12814,2027,2057,29746,5365.22,False
m,13096,2028,2046,41002,3810.78,False
m,11675,2024,2056,31178,5415.995632770653,False
m,13870,2024,2053,26592,5651.164075265161,False
k,24714,2024,2062,3412,12714.105574045228,True
m,17267,2027,2061,4361,8277.921811783648,True
m,47041,2025,2058,4396,17622.42521166664,True
m,12818,2024,2060,14341,7029.337266426687,True
m,5140,2031,2063,28791,6451.77,False
k,10481,2025,2057,21618,5365.22,False
k,5001,2027,2061,44586,6068.21,False
k,5946,2024,2055,16404,5043.61,False
m,8120,2028,2054,41900,4889.78,False
m,13503,2024,2063,50505,8380.026720592037,True
k,15877,2025,2057,37637,6327.558289954201,False
k,23857,2028,2062,27754,6257.17,False
m,9813,2025,2062,80104,6257.17,False
k,12516,2026,2061,29906,6068.21,False
m,41143,2024,2063,50422,21318.458462069317,True
m,5822,2024,2056,6295,5202.08,False
m,31424,2029,2045,73208,5669.771174016863,False
k,4762,2024,2046,22821,3810.78,False
k,12235,2028,2056,41264,5202.08,False
k,11218,2026,2062,17572,6257.17,False
k,7854,2028,2060,21198,5884.61,False
k,10804,2029,2054,20485,4889.78,False
m,17655,2026,2054,46911,6578.4585897208,False
m,5572,2026,2063,51344,6451.77,False
k,11357,2028,2063,5077,6451.77,False
k,6987,2024,2062,53498,6257.17,False
k,7618,2029,2057,14777,5365.22,False
m,9102,2025,2061,2550,6068.21,False
m,8278,2025,2058,12366,5533.26,False
m,19466,2027,2056,84164,7470.331801560105,True
m,23510,2024,2051,11820,8646.667275284082,True
m,6807,2033,2060,37424,5884.61,False
k,16807,2024,2054,24922,4889.78,False
k,10619,2024,2047,15150,3932.04,False
m,12549,2034,2058,9556,5533.26,False
m,5667,2032,2046,16816,3810.78,False
m,8002,2033,2055,37349,5043.61,False
k,4949,2033,2058,380,5533.26,False
k,11752,2028,2061,53011,6068.21,False
k,15868,2031,2062,8250,6257.17,False
k,17808,2030,2061,8631,6068.21,False
m,7798,2025,2057,6176,5365.22,False
k,8363,2027,2063,29989,6451.77,False
m,6351,2029,2061,42084,6068.21,False
m,8554,2030,2062,67864,6257.17,False
k,10304,2033,2063,16163,6451.77,False
m,9445,2026,2057,40476,5365.22,False
k,6635,2027,2060,21152,5884.61,False
k,7005,2030,2045,58081,3693.12,False
m,25811,2028,2061,41718,12240.366095430483,True
m,19669,2024,2061,5118,11753.934258485351,True
k,4570,2025,2053,46246,4740.46,False
m,21975,2024,2057,3049,11066.974343413398,True
m,5813,2027,2051,8303,4454.84,False
k,6630,2028,2058,27014,5533.26,False
k,4622,2034,2063,43713,6451.77,False
k,9571,2026,2057,42008,5365.22,False
k,35448,2032,2062,46956,11794.243285203052,True
k,26318,2026,2050,3657,7023.745447140383,True
m,4567,2026,2062,44079,6257.17,False
m,9668,2031,2062,40342,6257.17,False
m,11472,2028,2062,14841,6257.17,False
k,27133,2025,2062,33812,13065.108006920404,True
k,11499,2028,2054,75474,4889.78,False
k,4553,2026,2058,4111,5533.26,False
k,16923,2024,2063,26874,9252.102683635127,True
k,11191,2029,2055,3524,5043.61,False
