plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna
k,17614,2025,2056,8383,6719.780048563548
k,11395,2033,2057,23131,5365.22
m,6093,2024,2059,34463,5706.34
k,13823,2024,2063,52622,7557.277988293346
k,13627,2024,2054,69167,5091.937232793076
k,16885,2026,2061,691,7537.41973214541
m,16275,2028,2052,113596,5063.879013980326
k,23703,2045,2060,24130,5884.61
m,9065,2029,2062,22229,6257.17
k,9150,2030,2059,5963,5706.34
m,5339,2027,2063,40185,6451.77
m,13330,2027,2059,4364,6119.832708352924
k,19013,2029,2060,13411,6860.9652523991645
k,15021,2026,2051,20041,4454.84
k,12347,2026,2055,47272,5043.61
k,4660,2034,2062,11410,6257.17
m,9208,2027,2058,6696,5533.26
m,23924,2035,2063,188,8487.187190051936
k,7974,2026,2055,96452,5043.61
k,15070,2025,2054,8546,5258.89374508869
m,8533,2024,2056,24496,5202.08
k,7408,2024,2047,12415,3932.04
k,7006,2024,2063,31808,6451.77
k,25217,2037,2060,32544,5884.61
k,7164,2026,2063,50390,6451.77
k,40141,2026,2061,2206,15770.805061414587
k,6066,2024,2061,24589,6068.21
k,8315,2037,2051,1140,4454.84
m,10445,2024,2060,7618,5989.222609931953
k,33304,2026,2062,75267,14604.224744343976
m,16302,2024,2055,4322,7574.288422015086
m,9391,2026,2056,18962,5202.08
m,5230,2025,2060,66625,5884.61
k,4652,2032,2062,17678,6257.17
m,12043,2026,2051,6007,4454.84
m,6452,2031,2061,27286,6068.21
m,8480,2028,2063,14868,6451.77
m,28152,2031,2060,50271,10787.276824711571
m,6591,2025,2063,28192,6451.77
m,15221,2024,2056,20328,7382.993725970619
m,16498,2024,2056,34482,8002.406575853311
m,16453,2031,2060,55243,6304.456720551985
m,15314,2026,2053,11518,5696.901791328589
k,23126,2026,2055,25567,7920.926828642159
k,9844,2024,2056,25951,5202.08
m,12275,2029,2054,22983,4889.78
m,6403,2025,2058,78,5533.26
m,24676,2024,2063,13954,15715.943375719935
k,16992,2025,2059,17691,7382.388067094996
k,6686,2026,2054,41805,4889.78
m,9481,2029,2057,16984,5365.22
k,15247,2025,2057,16457,6076.480521945687
k,10905,2025,2053,76306,4740.46
m,16850,2036,2060,37856,5884.61
m,7182,2024,2049,71179,4185.61
m,13857,2028,2059,14089,6007.862788643843
m,14670,2025,2057,30413,6953.854436032424
k,9081,2025,2056,32800,5202.08
k,12610,2025,2063,98194,6492.13077654009
k,17518,2030,2057,68544,5365.22
k,18553,2029,2050,26046,4318.21
m,11215,2026,2052,20398,4595.52
k,20803,2025,2063,10175,10710.213841741754
k,14908,2028,2060,36370,5884.61
m,8755,2024,2060,67245,5884.61
k,7973,2032,2052,5968,4595.52
m,9266,2025,2055,9633,5043.61
k,9699,2024,2060,2117,5884.61
k,7865,2024,2062,12165,6257.17
m,15737,2025,2060,24506,8478.193518126343
k,11273,2029,2059,246,5706.34
k,13721,2024,2045,50074,3693.12
k,11853,2038,2060,35619,5884.61
k,5481,2026,2061,41038,6068.21
m,8698,2032,2061,15393,6068.21
k,7250,2025,2063,51977,6451.77
m,13067,2025,2060,55894,7039.750568809617
k,8899,2025,2060,14940,5884.61
m,4522,2024,2050,25039,4318.21
m,8538,2030,2062,159397,6257.17
m,10938,2025,2060,28795,5892.767408099767
m,13461,2025,2060,95486,7252.015183802422
m,10516,2024,2060,57125,6029.9344151311125
m,9453,2024,2063,53365,6451.77
k,9504,2025,2052,16034,4595.52
m,9565,2026,2057,6686,5365.22
k,7451,2035,2060,13608,5884.61
m,9363,2029,2054,22240,4889.78
m,6626,2029,2061,73283,6068.21
m,29532,2030,2063,14142,13728.776259614122
k,10870,2025,2045,779,3693.12
m,9873,2041,2061,77254,6068.21
m,16210,2027,2060,67388,7777.814367213596
k,21244,2030,2063,5138,8332.195996776167
m,4991,2025,2061,24131,6068.21
m,9584,2032,2060,573,5884.61
k,9669,2033,2057,8710,5365.22
m,12227,2024,2047,16559,3932.04
k,6050,2025,2062,21676,6257.17
k,5380,2029,2062,80492,6257.17
m,6665,2024,2054,24814,4889.78
m,8277,2024,2057,35904,5365.22
m,38250,2032,2057,32555,11628.329452424412
k,16193,2026,2056,25951,5804.169995150076
m,20145,2025,2057,19836,9549.106858478064
k,8516,2026,2061,3002,6068.21
m,25156,2025,2052,5161,9421.085262375958
k,10744,2024,2063,28537,6451.77
k,7525,2025,2062,2490,6257.17
k,13641,2032,2060,7427,5884.61
k,12507,2026,2062,22821,6257.17
m,16866,2024,2063,29417,10944.479923357158
m,21778,2024,2062,50795,13513.650997832327
m,52170,2028,2058,29071,17422.40668816212
k,15320,2024,2060,158030,7392.425271152146
m,6401,2029,2060,61610,5884.61
k,4720,2024,2049,13844,4185.61
m,5179,2027,2053,15580,4740.46
m,21897,2026,2063,1278,12647.792686532508
k,5082,2025,2049,12125,4185.61
k,22502,2026,2060,16974,9621.02029777981
m,32397,2028,2053,56466,10245.144042858767
m,9953,2028,2048,22658,4056.92
m,10601,2026,2050,57269,4318.21
k,39906,2025,2056,61394,12986.048338042356
k,12717,2028,2056,59826,5202.08
m,9606,2033,2063,45308,6451.77
m,25281,2024,2055,19817,11446.258260746941
k,5171,2025,2058,37445,5533.26
m,15793,2025,2057,1886,7486.1774443258455
m,7849,2026,2060,47675,5884.61
k,9891,2026,2056,15654,5202.08
k,21787,2025,2062,69493,10751.687819430537
m,6828,2024,2057,42623,5365.22
m,6591,2024,2063,46238,6451.77
m,5488,2024,2038,24226,2960.16
m,15209,2026,2056,23183,6487.714256457364
k,8729,2025,2053,53039,4740.46
k,9838,2028,2059,17445,5706.34
k,9876,2027,2049,14582,4185.61
m,8473,2030,2063,33855,6451.77
m,5611,2026,2062,30912,6257.17
k,6320,2026,2060,22916,5884.61
m,22091,2026,2057,20106,9848.640773149991
k,7546,2028,2056,37423,5202.08
m,10467,2028,2054,7142,4889.78
m,5841,2034,2059,62222,5706.34
m,8367,2042,2053,37767,4740.46
k,4736,2025,2062,77260,6257.17
k,6613,2025,2061,5714,6068.21
k,14346,2025,2060,55588,6503.967666659751
k,12939,2027,2062,25036,6257.17
k,4779,2028,2055,14277,5043.61
m,5342,2025,2058,46300,5533.26
m,8729,2039,2060,50361,5884.61
m,27640,2031,2057,9390,9147.560261149923
m,5235,2028,2046,11637,3810.78
k,7131,2026,2058,22618,5533.26
m,5151,2027,2060,16814,5884.61
m,14621,2025,2053,10782,5809.777363740883
k,9889,2035,2053,30755,4740.46
k,7681,2026,2061,8198,6068.21
m,8785,2028,2051,20652,4454.84
m,6379,2027,2060,49136,5884.61
m,14736,2026,2060,25078,7487.096949564244
k,13607,2026,2058,17740,5533.26
k,27487,2033,2057,21507,6768.785253968805
m,7928,2034,2048,47003,4056.92
m,18796,2024,2063,48143,12196.872088190516
k,7361,2028,2052,25759,4595.52
m,10398,2024,2044,37388,3578.95
k,4828,2024,2063,8770,6451.77
k,9523,2028,2052,71235,4595.52
m,14104,2026,2056,13517,6016.353598071843
m,17701,2029,2059,38254,7249.001220579031
m,4924,2029,2057,36588,5365.22
m,16020,2024,2048,127692,5417.52226712919
m,19670,2025,2060,6221,10597.068469310874
k,33877,2024,2063,17597,16711.537726864317
k,45181,2030,2062,12342,15344.302345153892
m,12468,2027,2061,71356,6249.8432019233105
m,24344,2033,2054,29299,6048.892672836462
m,6215,2031,2063,99649,6451.77
k,6929,2027,2058,6964,5533.26
m,15386,2024,2053,6767,6554.734132880851
k,4528,2030,2057,62393,5365.22
k,6026,2024,2045,4707,3693.12
m,28805,2027,2055,23069,10845.651349346832
k,10187,2025,2056,35,5202.08
m,24776,2041,2057,5954,5365.22
m,24497,2024,2054,9568,10687.089399557442
m,14037,2025,2056,972,6373.083545841158
k,7755,2027,2060,42916,5884.61
k,7020,2026,2062,7379,6257.17
m,8543,2028,2060,63151,5884.61
k,13676,2024,2060,11701,6599.138903934517
m,7555,2025,2063,45220,6451.77
k,16091,2031,2055,13245,5043.61
k,9345,2027,2061,17559,6068.21
k,14709,2038,2061,39501,6068.21
m,31180,2026,2057,22648,13266.543344716714
k,12360,2029,2061,13550,6068.21
m,9215,2026,2056,145,5202.08
m,9037,2024,2043,1263,3468.11
m,4821,2030,2057,83627,5365.22
k,11305,2028,2063,29099,6451.77
k,7797,2027,2053,18078,4740.46
k,19931,2024,2050,11157,6223.398383601633
m,6109,2029,2054,42201,4889.78
m,20429,2024,2059,43749,11237.522733372618
k,7797,2026,2052,16280,4595.52
m,16936,2025,2051,643,6142.759035738023
m,9256,2027,2049,14092,4185.61
m,16871,2032,2054,109986,4889.78
m,6300,2025,2061,104445,6068.21
m,6515,2026,2063,74531,6451.77
m,7570,2025,2057,48502,5365.22
m,18830,2025,2055,8472,8180.121222041772
m,8349,2024,2057,15731,5365.22
k,15303,2026,2056,16260,5485.161084158685
m,6944,2030,2056,1833,5202.08
m,18568,2024,2054,14411,8263.641926145341
k,17694,2025,2054,49757,6174.576371970749
k,23617,2025,2063,36529,12102.311677589907
m,22299,2028,2060,27630,10113.51079188354
k,20452,2026,2055,59474,7005.050397794228
k,9353,2025,2062,8845,6257.17
k,16992,2035,2063,63586,6451.77
k,16396,2028,2059,31181,5980.941290945781
k,9562,2028,2063,118757,6451.77
m,5111,2025,2056,25079,5202.08
k,15606,2027,2061,117617,6584.37521785303
k,13053,2029,2041,14504,3256.3
m,15175,2027,2059,65393,6966.876320274238
k,8911,2026,2061,12144,6068.21
k,8184,2026,2046,42641,3810.78
k,7554,2029,2047,11251,3932.04
k,6472,2029,2059,25198,5706.34
k,19753,2024,2047,68636,5320.193590017802
m,9239,2024,2063,22412,6451.77
k,18681,2024,2052,22576,6392.721195868597
m,6805,2037,2059,43560,5706.34
m,25426,2028,2062,10952,12604.609117606322
k,14205,2027,2052,31075,4595.52
k,22251,2027,2055,12028,7160.821629424718
k,5627,2025,2042,19918,3360.7
m,7360,2025,2058,54230,5533.26
k,17783,2026,2058,35550,6966.2012414643295
m,5924,2039,2061,2849,6068.21
k,9188,2025,2044,22500,3578.95
k,6431,2036,2050,8174,4318.21
k,11133,2033,2062,10185,6257.17
k,24905,2025,2057,3500,9813.571084967345
k,4691,2024,2053,16778,4740.46
m,11137,2024,2060,107425,6386.0193591969555
k,5237,2027,2062,86236,6257.17
m,9749,2026,2060,7919,5884.61
m,25283,2024,2062,6256,15380.07472566097
m,19322,2031,2053,7920,5192.47183858264
k,17696,2024,2062,115494,9280.169734928571
m,8846,2027,2056,35191,5202.08
m,30075,2026,2061,39556,15403.693909345378
m,5138,2025,2058,24992,5533.26
k,7994,2024,2059,16039,5706.34
m,8946,2024,2053,31978,4740.46
m,16881,2032,2056,19581,5202.08
m,5257,2026,2062,2391,6257.17
k,7077,2026,2057,16814,5365.22
m,8494,2026,2060,10494,5884.61
m,23218,2025,2063,53770,14144.322784856053
k,21764,2024,2062,34675,11373.007756137531
k,16093,2024,2053,37055,5756.887645480061
m,8853,2032,2060,87580,5884.61
k,12632,2029,2063,57371,6451.77
k,10391,2025,2053,15448,4740.46
k,12443,2024,2063,31516,6802.807640044431
m,13892,2024,2063,147943,9014.62795537043
m,10836,2028,2062,9951,6257.17
k,43059,2028,2063,5087,16782.21071165444
m,9781,2029,2063,45001,6451.77
m,12438,2025,2060,3899,6700.881424569832
k,19165,2024,2051,43751,6269.87218250431
k,19814,2027,2059,64234,7653.540787101612
k,5435,2027,2063,20668,6451.77
k,22841,2027,2046,39194,4607.562662593648
m,6464,2030,2062,7294,6257.17
m,22961,2027,2060,45482,11017.050936803913
m,12733,2027,2059,13161,5845.7486778287885
m,13382,2030,2048,15360,4056.92
m,12296,2034,2062,25038,6257.17
m,18665,2026,2059,41931,9081.990126292016
m,5767,2027,2061,114120,6068.21
k,23664,2034,2062,39438,7110.847877943857
m,16004,2025,2055,37348,6952.451409323237
m,12801,2029,2062,10065,6257.17
m,6011,2027,2063,45992,6451.77
k,24559,2027,2060,45077,9916.33989888647
k,8069,2025,2055,29932,5043.61
k,6182,2030,2054,100118,4889.78
k,5864,2024,2056,3465,5202.08
m,6776,2024,2062,11776,6257.17
m,7735,2025,2061,15410,6068.21
m,7605,2028,2059,11184,5706.34
m,14175,2029,2056,34416,5202.08
m,34414,2031,2062,36775,14322.731817421245
m,4815,2028,2061,74216,6068.21
m,18673,2030,2062,53327,8304.397159316499
k,10864,2028,2062,10840,6257.17
m,4862,2024,2045,34948,3693.12
m,17924,2024,2059,57141,9859.57988511286
m,12468,2025,2063,20764,7618.840994227646
k,14340,2026,2061,42042,6401.338404439744
k,4912,2024,2061,100103,6068.21
m,10835,2029,2060,14803,5884.61
m,19389,2024,2049,23391,6883.720599760424
k,19387,2025,2056,46220,7396.183479135996
k,21423,2024,2054,54551,7981.1042600417795
m,4833,2034,2063,30245,6451.77
k,5191,2024,2056,22014,5202.08
m,13783,2026,2054,11420,5369.923226260357
m,17281,2027,2059,1900,7933.745613881989
m,6020,2025,2060,17825,5884.61
k,13625,2024,2063,3855,7449.027894848936
m,6621,2026,2050,67989,4318.21
m,12862,2028,2052,133116,4595.52
m,16756,2024,2060,18563,9607.98602700046
k,22763,2024,2057,70801,9600.038577865069
k,16897,2026,2059,2385,6917.409348866216
m,11217,2025,2055,362,5043.61
m,4570,2024,2049,101905,4185.61
k,20106,2029,2063,2843,8318.732246699059
k,8443,2031,2058,1585,5533.26
m,14604,2025,2048,44593,4570.5501605423715
m,8128,2028,2060,121325,5884.61
m,27030,2029,2063,30129,13273.86684394716
k,28386,2044,2061,35396,6068.21
m,14203,2026,2059,9560,6910.876279867427
k,19121,2025,2049,24682,5277.662013181421
k,18918,2024,2060,37423,9128.583634442324
m,8637,2024,2061,4172,6068.21
k,12386,2026,2056,110951,5202.08
k,10633,2025,2063,67459,6451.77
k,18583,2028,2063,14564,8111.186031808378
k,13132,2026,2047,14,3932.04
k,5278,2027,2043,55548,3468.11
k,21524,2025,2047,2973,5354.564673766987
k,5736,2032,2053,46818,4740.46
k,5992,2024,2060,31940,5884.61
k,6166,2025,2059,10527,5706.34
k,10476,2027,2062,16426,6257.17
m,10265,2027,2055,33333,5043.61
k,9509,2024,2049,11177,4185.61
k,5446,2024,2046,49582,3810.78
k,5642,2024,2063,55355,6451.77
k,17673,2029,2063,36097,7312.093653432429
m,16341,2024,2056,68621,7926.253234090127
m,6391,2030,2063,48021,6451.77
k,9918,2033,2059,42604,5706.34
m,11981,2024,2060,55253,6869.973775930565
k,8627,2024,2045,9473,3693.12
k,11906,2029,2056,49834,5202.08
m,4752,2036,2062,13409,6257.17
k,5538,2029,2063,31657,6451.77
k,6679,2027,2054,42662,4889.78
k,23902,2029,2061,6457,9028.61519033561
k,5495,2032,2063,52456,6451.77
m,9004,2025,2053,1291,4740.46
k,14978,2024,2042,11115,3360.7
m,14889,2027,2060,18388,7143.977675104453
m,5684,2024,2053,31935,4740.46
k,26629,2027,2057,89764,9345.609890019203
k,13474,2031,2061,64411,6068.21
m,19728,2033,2062,14437,7443.924566709542
m,29966,2032,2062,25547,11948.894463382496
m,14807,2028,2057,110710,5858.570400973403
k,17305,2027,2053,25437,5065.974679907935
m,5830,2026,2059,1107,5706.34
m,9426,2024,2059,59663,5706.34
k,7964,2025,2062,39204,6257.17
k,10246,2025,2061,64610,6068.21
k,5131,2027,2058,41662,5533.26
k,9196,2028,2057,80811,5365.22
k,7940,2026,2043,11516,3468.11
m,4686,2024,2049,9624,4185.61
m,14535,2026,2063,33002,8395.47274506782
m,10614,2026,2059,29497,5706.34
m,18013,2024,2061,35943,10764.330560684153
m,8695,2037,2061,22607,6068.21
k,7666,2028,2055,19994,5043.61
m,17946,2024,2046,11037,5481.952810092023
k,26300,2028,2061,23101,10490.182256379892
k,29967,2024,2063,91965,15376.953855864718
k,5867,2027,2059,21899,5706.34
m,15769,2033,2054,5251,4889.78
k,6908,2028,2045,30743,3693.12
m,12387,2026,2054,50837,4889.78
k,21290,2032,2063,32400,7500.675178714193
k,11599,2035,2061,57443,6068.21
m,16018,2029,2062,34171,7521.007613043726
m,5743,2028,2047,5798,3932.04
k,5954,2025,2060,28447,5884.61
m,13863,2028,2063,22359,7182.004977309613
m,4843,2024,2063,3242,6451.77
k,6966,2031,2062,2193,6257.17
k,39313,2025,2062,43375,16888.415633253313
k,6185,2024,2060,8030,5884.61
k,8649,2026,2059,608,5706.34
k,11340,2026,2056,22819,5202.08
k,16769,2031,2044,20992,3578.95
m,5840,2029,2049,77670,4185.61
m,5391,2025,2048,43266,4056.92
k,14776,2028,2062,65364,6257.17
m,21308,2024,2062,20155,13238.221348765475
k,4699,2028,2062,19869,6257.17
k,15313,2029,2063,23000,6451.77
k,12978,2024,2051,11264,4454.84
m,19828,2025,2061,6836,11141.632390750476
k,14717,2027,2057,3812,5365.22
k,28575,2026,2062,71537,13009.336106794293
k,21366,2025,2054,25591,7455.973706540466
k,5294,2030,2061,44144,6068.21
k,6539,2032,2057,49521,5365.22
k,35460,2030,2062,52074,12938.645091117265
k,5386,2024,2061,26951,6068.21
m,5684,2024,2056,27352,5202.08
m,12517,2026,2063,84643,7229.868066736424
k,7907,2033,2061,17727,6068.21
m,5242,2027,2059,91153,5706.34
m,12032,2026,2062,82046,6660.085213411961
m,17952,2027,2061,72632,8998.81177100796
k,24608,2025,2062,42177,12036.738238415155
m,23640,2024,2062,41933,14538.09821286556
m,13343,2028,2058,27178,5533.26
k,6213,2024,2061,23804,6068.21
m,5879,2024,2063,51605,6451.77
m,11683,2030,2063,29312,6451.77
k,16982,2026,2062,90182,7915.84316168547
m,10789,2027,2059,61459,5706.34
k,11322,2025,2058,47890,5533.26
k,17107,2032,2057,5307,5365.22
k,6481,2025,2061,92713,6068.21
k,34624,2029,2059,2079,11540.176619140386
k,28371,2028,2063,5379,12305.664860769395
k,4727,2024,2060,96465,5884.61
m,6658,2030,2057,8879,5365.22
m,8575,2027,2058,32371,5533.26
k,8292,2025,2062,339,6257.17
k,19581,2027,2060,31645,7906.34193412175
k,5638,2026,2062,10371,6257.17
k,6587,2033,2048,3144,4056.92
k,14059,2024,2053,30408,5029.272566196739
m,10032,2024,2057,11738,5365.22
m,7142,2026,2058,21297,5533.26
m,8312,2028,2053,7866,4740.46
m,13311,2028,2062,42128,6598.755288462906
k,5433,2024,2054,24625,4889.78
k,8516,2027,2063,2469,6451.77
m,10028,2029,2058,39461,5533.26
k,9259,2025,2063,40586,6451.77
k,7651,2031,2062,25531,6257.17
k,5199,2025,2057,53191,5365.22
k,27808,2036,2058,80984,5987.495644012426
k,12705,2024,2060,58503,6130.598111618018
k,25374,2025,2058,71489,10411.406024369877
m,16793,2027,2059,54327,7709.7037262843705
k,15729,2025,2062,11748,7762.119507588144
m,28460,2026,2062,25061,15397.442960919787
k,12733,2024,2046,26576,3810.78
m,5536,2030,2056,14133,5202.08
k,8320,2030,2053,45786,4740.46
m,10240,2024,2043,6061,3468.11
k,14593,2024,2056,20395,5947.790323512901
m,4601,2037,2060,15931,5884.61
m,8317,2024,2061,22972,6068.21
k,21139,2030,2062,41607,7916.711787107935
m,6204,2024,2062,49473,6257.17
k,4807,2025,2059,51050,5706.34
k,14636,2027,2058,3912,5533.26
k,5480,2025,2059,12312,5706.34
k,7984,2034,2050,10107,4318.21
m,11548,2025,2058,38000,5714.145329407439
k,11991,2034,2047,150232,3932.04
k,6343,2026,2057,90122,5365.22
m,6856,2026,2058,5443,5533.26
m,28728,2024,2045,8750,7746.994151220186
k,6751,2028,2057,23835,5365.22
m,12894,2026,2056,14535,5500.203012871407
k,13786,2029,2062,24959,6257.17
k,12873,2033,2060,7025,5884.61
k,7197,2032,2052,100340,4595.52
m,21744,2027,2063,6812,11888.53253479315
m,7758,2036,2062,36750,6257.17
k,4736,2025,2054,8823,4889.78
k,18940,2031,2063,928,7041.463713084976
m,16103,2027,2058,60210,7071.054982327746
m,24620,2025,2046,33329,6848.34325487268
k,12637,2025,2057,126,5365.22
m,11848,2035,2058,3661,5533.26
k,8167,2024,2053,10080,4740.46
k,10031,2031,2058,35416,5533.26
m,27847,2031,2055,38673,8322.642984633425
k,19998,2027,2060,12526,8074.71661297006
m,15805,2025,2057,27638,7491.865668813397
k,16152,2032,2046,70355,3810.78
k,8125,2037,2063,37345,6451.77
k,5164,2029,2049,8034,4185.61
k,37382,2038,2061,2874,8419.448750464633
m,13173,2026,2057,9655,5872.805436816114
m,13932,2024,2057,25197,7048.155445326117
m,11779,2024,2057,63421,5958.959445197845
m,18784,2024,2053,38380,8002.347975564396
k,11443,2028,2062,6572,6257.17
m,5638,2040,2063,23180,6451.77
k,7487,2026,2055,2369,5043.61
k,12164,2025,2063,70329,6451.77
m,10375,2031,2059,51224,5706.34
k,13297,2025,2058,12545,5533.26
k,8457,2027,2051,22575,4454.84
m,6404,2032,2059,4115,5706.34
k,22450,2025,2059,3603,9740.321937414508
k,16938,2024,2059,59176,7839.10433421838
m,5926,2027,2063,739,6451.77
k,14014,2026,2047,4289,3932.04
k,13599,2025,2062,10713,6710.983736009357
k,9484,2025,2053,9039,4740.46
k,29692,2024,2057,57295,11823.32099349461
m,10077,2033,2061,64863,6068.21
k,15515,2031,2050,12699,4318.21
k,12077,2024,2062,1419,6333.443144706849
k,19987,2026,2059,14426,8182.41466862692
k,8078,2029,2057,7508,5365.22
k,11672,2025,2056,24564,5202.08
m,23690,2026,2050,17307,7627.884475474533
m,14469,2025,2062,43313,8479.131047549763
k,8163,2024,2062,58013,6257.17
m,8731,2024,2061,11674,6068.21
k,14524,2025,2063,78181,7477.534290124364
m,12322,2024,2058,4646,6500.882531457893
m,15830,2025,2050,1881,5474.854730308665
k,7886,2024,2058,45851,5533.26
k,10793,2029,2053,39389,4740.46
k,15913,2024,2059,2574,7364.722356265022
k,20723,2028,2063,768,9045.262236300116
m,6128,2031,2058,3296,5533.26
k,8219,2025,2053,13687,4740.46
k,11061,2027,2057,33488,5365.22
k,9469,2024,2056,8803,5202.08
m,6212,2027,2061,29719,6068.21
k,7884,2038,2059,89345,5706.34
m,15544,2030,2057,18431,5462.021747597016
m,26827,2024,2056,11835,12519.021190134721
k,5135,2025,2060,78534,5884.61
m,14648,2024,2060,70591,8399.24679658049
k,21998,2027,2062,813,9699.105595026958
k,18466,2028,2049,49552,4185.61
k,37973,2036,2061,741,9651.230280818289
m,17689,2026,2060,23593,8987.46321531229
k,23866,2030,2059,53622,7766.244099566135
m,22302,2026,2046,13273,5807.064142868867
m,13100,2026,2061,30072,6947.719718375445
m,6349,2038,2059,133706,5706.34
k,8083,2025,2051,66878,4454.84
m,26363,2024,2052,6251,10359.929777619469
k,10971,2024,2052,30847,4595.52
m,8100,2026,2059,59282,5706.34
m,7372,2024,2040,39437,3154.78
m,14474,2028,2056,25963,5467.434253675784
m,43866,2024,2049,392,11891.20589762109
m,40790,2025,2061,5886,19607.078632238845
k,18135,2025,2056,28030,6918.542703571024
m,10351,2028,2058,1788,5533.26
m,9773,2028,2057,5911,5365.22
k,8344,2025,2058,63382,5533.26
m,5987,2024,2054,47016,4889.78
k,13926,2029,2063,21494,6451.77
k,18364,2031,2056,35825,5202.08
m,16380,2031,2063,45303,7227.9778265758805
k,7416,2025,2059,4680,5706.34
k,9773,2024,2059,28121,5706.34
m,23770,2030,2051,21829,6130.188169484228
k,14931,2024,2061,19925,7510.009966700527
k,6122,2025,2052,8669,4595.52
m,11677,2026,2061,48679,6193.017034463369
m,14997,2024,2050,6901,5585.038821404255
m,5639,2025,2059,29524,5706.34
k,26181,2025,2060,8485,11651.315199682109
m,16387,2029,2052,1912,4772.06695868201
k,11760,2026,2059,3445,5706.34
